previous_text,current_text,emotion,context_type
i really wanted to go to surfers today,"off to bed, I will have pics of the newly finished hat in the afternoon! yea its all done  Night yall!",fun,emotion_shift
I soooo need to catch up on all this NEW @anoopdoggdesai stuff!! Going to the airport to fly home from VEGAS,Got a Saturdays framed signed foto last night  and a Valentino rossi 1 aswell  eee what a night,love,emotion_shift
just sending a twitter from the club! i twittered u,@mselliott09 hahaha thanks for clearing up the,happiness,emotion_shift
"Fuck, we have some kind of bugs in our house. And we dont know why or what it is",@kyoisorange ok ermm I'll meet you in the gym at half four then,enthusiasm,emotion_shift
waiting for my mom to get home,its funny how people can forget their anger with the arrival of other people they least expect to see,relief,emotion_shift
@monster7of9 You're welcome,@supprintdesign oh i like that let me c,happiness,emotion_shift
so tired and i think i'm definitely going to get an ear infection.  going to bed &quot;early&quot; for once.,Spending the first night in my new place!,enthusiasm,emotion_shift
@summersunrays that's sad,Gooood party last night (: Although I am extremely tired now. xD Off to bed to lounge around watch tv and sleep all day,relief,emotion_shift
The JBs love to keep secrets!  'Oooooh!',Finally cleaned my bedroom. I can see the carpet again   Hurray!,relief,emotion_shift
aw how to lose a guy in ten days  &lt;3,today Jon Doe plays at the Moho. ia m excited  itï¿½s gonna be funny.. but before i have to carry all the equipment and do the backline,fun,emotion_shift
I came with a q: &quot;any recommended hairdresser? U r full and they suggested me to others  &quot; His ego talked and I'm in d line,@donutpower ... Kirby playing mario kart? ... Umm ... Donut? Are you sure you're in the right mindset?,hate,emotion_shift
"@kamiNcali Oh, no need to stop. I could use the ego boost.",@kaseyhayes a bee stung your eye? im sorry,surprise,emotion_shift
@_Cheshire_Cat_,@yaykimo baaha  &amp; healthy choice my friend! (:,fun,emotion_shift
"@strawfoot @markn @johnhalton No, seriously you guys, I /wanted/ to kick Monday off with #starwarswithaddedpants spam.  Really",@Katiekins08 I want to SOOOOOOO BAD!!!,enthusiasm,emotion_shift
@ChelseaPiersNYC tiny.cc doesn't seem to load for me  I was thinking on going to the batting cages but apparently you gotta book in adv,@RyanMills1 safe &amp; easy travels Mills. I'll miss u,fun,emotion_shift
i REALLY miss my photofiltre and photoscape  GIMP is too damn confusing,@AClockworkToad I told him TTT!,empty,emotion_shift
@lrpw1302 Thank you  x,has a VERY arduous task to accomplish at work...stuff that should have already been done &amp; as usual it hasn't. Not because of me either.,anger,emotion_shift
@adrianspencer we have mice in our attic who clog dance,@JustcallmeMac your making me jealous now  I want one! How long have u guys been married?,enthusiasm,emotion_shift
Bran!! Watch my video!!!!! please dont make me go stalker status 2nite  http://bit.ly/3Ysav,@mike03p IM SOWWIE I WAS A LIL LATE  LOL it looked good though ;),fun,emotion_shift
@solangeknowles www.youtube.com/watch?v=6UrRxta8doM this was the first 1!,im really sleepy and i want to go to bed...but its upstairs and its a mess and i know im gonna have to clean it  nooooo,sadness,emotion_shift
Searching for a place where I can migrate.,Wrapped up some html/java work now spending the night dabbling in some flash intros,relief,emotion_shift
@Nic0pic0 Lots of things Nico. Gud news: I have a job Bad news: Its in the middle of nowhere. Got my phone 4 twitter but cnt play videos.,People at work are stressing me out.,anger,emotion_shift
"@N0S4A2 wowie wooie someone updated their twitter without me having to remind you. I'm not even mad,I'm impressed.  how was the lasagna ?",@Andph112 hope you enjoyed your holiday,happiness,emotion_shift
The first time all week I can play WoW and I get stuck at &quot;authenticating&quot;.,back home early for once  - wow this thing is getting addictive..................damn u phil XD,worry,emotion_shift
i need to speak with @sofiedeville! but i left my phone at home,Thinking of summer,enthusiasm,emotion_shift
Well school's finally over and idk but I'm sad  I'll miss my teachers. Goodbye Mrs R. and Mr. Collister,"@etniqminerals though I have to admit that seems less &amp; less tempting. who has time, when there are more complete packages to be had?",hate,emotion_shift
"@thej If a Cong govt was ruling Karnataka, Cauvery wouldn't have found a mention  Truly, our politicians have no integrity.",@i420TRUE THANKUS,enthusiasm,emotion_shift
@RetroRewind hey dave im just up in the UK and first thing i done was put RR on  could u play ill be there new kids on the block thanks,My cucumber has gone limp,empty,emotion_shift
"@eddievedder no such luck and u aren't coming to Detroit  Luckily, I'll be seeing u and the crew in Chicago",watching supernatural!  how exciting.,happiness,emotion_shift
@sheiel I really like pink after I saw her live while in the new T-MOBILE Advert,Just watched the movie The Holiday. I had forgotten what a feel good movie it was!  Lovely evening.,happiness,emotion_shift
@sassyback you were right about karla not the best movie made,Love love love. One a day does a woman's body good  http://twitpic.com/4wkpe,love,emotion_shift
Seriously Bored Now!!!,Dancing in the rain makes of complete,fun,emotion_shift
Goddamn bloody stress and shit sending my body haywire,@tractorqueen Will do,happiness,emotion_shift
@qcmartinez That sucks  nobody wants to stay in and lounge? Or do something for free-99?,"@facit Hahaha. No, I haven't. I think I'll reserve it for next weekend. Have some paperwork to do. Or maybe tonight!",fun,emotion_shift
"@RosalieJHale I'm fine, I've just been trying to figure out the meaning behind this song, and I cant think of anything.  urlm.in/cnmt",@KGeezY3: more interested in watching SNL for Ciara than Justin Timberfake,empty,emotion_shift
Hannah slept here last night  just gave her her 5:00 AM bottle and she went right back to sleep but I'm up! lol,aww my friend just called and said that she got a better job so she won't be working with me anymore,sadness,emotion_shift
Hecks yeah. Jandy timsamlake is too rawesome!,@1capplegate still sad about Samantha Who?,sadness,emotion_shift
"@ubuntugeeks good morning to you!  No wait, its evening.  You still have a whole day of work to go before the weekend!",heading out to dinner in a minute - cant wait to have food.,worry,emotion_shift
@LadyonAcres when i have to make a decision like that i always choose Black.....,"@cssglobe thanks Alen, it seems that we can only submit community news, is this an error, or must we prove ourselves",relief,emotion_shift
@LadyonAcres when i have to make a decision like that i always choose Black.....,... sorry GPGMail,sadness,emotion_shift
wants new hair now! Just so frank won't talk to me,@thumbprints The winds nearly blew you out of the outfield.,empty,emotion_shift
"@james__buckley Good for you mate, sadly I couldnt get pissed tonight fucking driving bad times","Finally, I got my teaching load confusion cleared. I will teach 3 third year sections but with a catch.",relief,emotion_shift
"@SarahWV hehe indeed it is, I actually nearly changed my bio to just 'Don't Panic' but I wanted to keep in the #freehugs","@morrick I'm feeling much less alone now in my love for Fitzcarraldo, most people I mention it to have no idea what I am talking about.",love,emotion_shift
I'm missing crab legs and attending my going away instead!,I don't want to program today,empty,emotion_shift
"Good Morning, Twitter community! I just got finished eating a delicious stack of pancakes courtesy of my Mom and Bisquick.","Oh hey, look, North Korea are going to kill us all; or at least some of us.",worry,emotion_shift
"@ElvisHsiao Twitter doesn't have photo support built in, but I welcome you to try my website http://woo.sh to share the photos",@prinsezha awesome. Wha'dya get her?,surprise,emotion_shift
@FTSKirstin im depressed like so baddddd.,"Prolly going to Jamba Juice in thirty minutes , shop for awhile then hit the airport and see my daddddd.",happiness,emotion_shift
Aiden KNIVES out May 12th www.myspace.com/aiden. excited!!!!!,@tiffaniallen: i'm happy you got your hair did!! and i cant wait til i get back to see it! we're leaving today,happiness,emotion_shift
Heading to a wedding,@palinn So Palin got the new haircut,empty,emotion_shift
@PrettyGrl_Annie I can't  I'm goin outta twn 2night. Sorrrryyy,Happy its the weekend...LOVE has knocked me down ya'll!!!,worry,emotion_shift
ahh i hate when you bbrush your teeth so hard you make your gums bleed,"@13twelve Hai there, who are you?",neutral,emotion_shift
"April showers bring May flowers, yea",i would like to see bacn.me added to tweetdeck as an option for a url shortener   tweetdeck would be even better with #bacon,fun,emotion_shift
Back in ATL! ( but I miss ny  ) what's up with tonight tho?!?let meeeee know!,"@Trekkygeek Aye, May the 4th be with you",enthusiasm,emotion_shift
deep fried mars bars! Nice..me like  awake cant sleep..chocolate overload!,"ooh@LuLu_Bell whatchu goin as? Monsterpalooza's this weekend for us.  on the no Ink, i won't be a stressed contestant this year! Miss U X0",sadness,emotion_shift
Btw that song is you'll always find ur way back home by hannah montana,"Got stuck in a traffic jam today, i now have one sunburned arm",sadness,emotion_shift
It's a beautiful nice day and I'm stuck inside!,this weekends abouttttto SUCK,boredom,emotion_shift
Just made the perfect fried egg,"do not go to moes mexican grill, it is TOO spicy!",worry,emotion_shift
2 days after #all4web ...i'm still tired,too sick for rigging tomorrow.,anger,emotion_shift
got paid nowhere near as much as she thought she would,who watched X-men origins: wolverine? i totally loved it! haha,love,emotion_shift
"says morning everyone, off to work in 10 min's  http://plurk.com/p/wxom8",Ok NOW I can hit the hay. Thank you,neutral,emotion_shift
"i want a text from short stack ,but i dont understand the texting thing",@threebears That's why i'll be sticking to twitter clients.,empty,emotion_shift
I've only been up for an hour and today already sucks,"@shaveblog Problem is, Flash isnt GPU accelerated.  The Atom 330 can't play Youtube HD or Hulu HD fullscreen   Big deal with Plex...",boredom,emotion_shift
Off to bed I go to dream of a world where Wal-Mart and Liquor stores all get blown up,"Dislocating your thumb= more painful than dislocating your toe. I was reminded of this today (thankfully, by my toe). Still feels weird",worry,emotion_shift
"@theaidenash hey hunny bunny, what's a weekend? is that like a day off or something?","All the bike chat, makes me think we should sign up to this http://www.bigbikeride.co.uk @darrenstenhosue @niceguyali @ anyonewithbike",enthusiasm,emotion_shift
@MomofCandE Miss you,@runsforcupcakes that sounds yummy.  Does it take quite a few almonds to get the amount you need?  Nuts are expensive.,worry,emotion_shift
@alucinari Moral support for students,my new phrase is 'you never doubt mo williams'   six game win streak!,happiness,emotion_shift
"@ItsJustDi Been there done that with the laundry!  you know it sucks, but it is so nice to of them to do it...just say thanks.","I think more people would buy the Slap chop, if the commercial was like this: http://bit.ly/vQIUf",happiness,emotion_shift
